"Survey_Group2011","Survey_Code2011","Recipient_Code","Visa_Code_DG","MR_Code_DG","MR_Field_DG","Empl_Matrix_Name_DG","Emp_Status_Name_DG","Postdoctorate_Name_DG","Degree_Institution","Degree_Department","Citizen_Name_DG","DG_No_Forms","City","State","Zip","Type_of_Degree_DG","Surgroup2011","Recipient_Number","Sex_Code_DG","Empl_Matrix_Code_OLD","Postdoctorate_Code_DG","Emp_Status_Code_DG","Left_US_DG","Empl_Position_Title","Empl_Dept_Div","Empl_Inst_Org","Empl_City","Empl_State","Empl_Zip","Empl_Country","Surcode2011","Serial Number_DG","DG_Forms_Current_Yr","Surgroup","Survey_Code","Survey_Group","Empl_Matrix_Name","Empl_Matrix_Code","Granting Dept Serial Number","Surcode","Left_US_Code_DG","Date_Conferred_Code","survey_year","survey_type"
20.0,NEUN,"120NEUN0112",2.0,35.0,"10-Equa",Non-US Academic,Full-time,Yes,University of Nebraska-Lincoln,Department of Mathematics,China,4.0,Lincoln,NE,"68588",PHD,"20",1.0,2.0,150.0,1.0,1.0,Yes,Postdoctoral Fellow,Department of Mathematics and Computer Science,Weizmann Institute of Science,Rehovot 76100,,,ISRAEL,"20NEUN",20123495,4.0,MPu_M,NEUN,120.0,Non-US Academic,945.0,1861.0,"120NEUN",1.0,11.0,2012,DGData
20.0,NHDC,"150NHDC0112",888.0,22.0,"2-Anal",Group I Private,Full-time,No,Dartmouth College,Department of Mathematics,United States,3.0,Hanover,NH,"03755",PHD,"20",1.0,1.0,12.0,2.0,1.0,No,Professor,Department of Mathematics,University of Pennsylvania,Philadelphia,PA,"19104-6395",,"20NHDC",20123096,3.0,MPr_S,NHDC,150.0,Math Private Large,140.0,1337.0,"150NHDC",2.0,11.0,2012,DGData
20.0,NYBI,"120NYBI0112",2.0,19.0,"1-Alg",Still Seeking (Non-US),Still seeking,Not Applicable,"Binghamton University, State University of New YorK",Department of Mathematics & Science,Brazil,6.0,Binghamton,NY,"13902",PHD,"20",1.0,2.0,200.0,888.0,3.0,Yes,,,,,,,BRAZIL,"20NYBI",20121017,6.0,MPu_M,NYBI,120.0,Still Seeking (Non-US),995.0,1891.0,"120NYBI",1.0,11.0,2012,DGData
20.0,NYBU,"120NYBU0112",888.0,99.0,"12-Oth",Still Seeking (US),Still seeking,Not Applicable,State University of New York at Buffalo,Department of Mathematics,United States,12.0,Buffalo,NY,"14260",PHD,"20",1.0,1.0,180.0,888.0,3.0,No,,,,,,,,"20NYBU",20120132,12.0,MPu_M,NYBU,120.0,Still Seeking (US),975.0,1893.0,"120NYBU",2.0,12.0,2012,DGData
20.0,NYPU,"150NYPU0112",2.0,52.0,"3-Geom",Group II,Full-time,No,Polytechnic Institute of New York University,Department of Mathematics,China,1.0,Brooklyn,NY,"11201",PHD,"20",1.0,2.0,20.0,2.0,1.0,No,Visiting Scholar,Department of Mathematics,Polytechnic Institute of New York University,Brooklyn,NY,"11201",United States,"20NYPU",20122532,1.0,MPr_S,NYPU,150.0,Math Private Small,150.0,2043.0,"150NYPU",2.0,11.0,2012,DGData
20.0,NYSA,"130NYSA0112",888.0,5.0,"4-Disc",Group II,Full-time,No,"The University of Albany, SUNY",Department of Mathematics & Statistics,United States,5.0,Albany,NY,"12222",PHD,"20",1.0,2.0,20.0,2.0,1.0,No,Lecturer,Department of Mathematics,"The University of Albany, SUNY",Albany,NY,"12222",United States,"20NYSA",20124128,5.0,MPu_S,NYSA,130.0,Math Public Small,130.0,1884.0,"130NYSA",2.0,11.0,2012,DGData
20.0,NYSY,"150NYSY0112",888.0,16.0,"1-Alg",Bachelors,Full-time,No,Syracuse University,Department of Mathematics,United States,2.0,Syracuse,NY,"13244",PHD,"20",1.0,2.0,70.0,2.0,1.0,No,Visiting Assistant Professor,Department of Mathematics,St Olaf College,Northfield,MN,"55057",United States,"20NYSY",20121020,2.0,MPr_S,NYSY,150.0,Bachelors,510.0,2268.0,"150NYSY",2.0,12.0,2012,DGData
20.0,OHCI,"130OHCI0112",2.0,62.0,"6-Stat",Research Institute/Other Non-Profit,Full-time,No,University of Cincinnati,Department of Mathematical Sciences,China,4.0,Cincinnati,OH,"45221",PHD,"20",1.0,1.0,100.0,2.0,1.0,No,Research Associate,,Cincinnati Children’s Hospital Medical Center,Cincinnati,OH,"45229",,"20OHCI",20120651,4.0,MPu_S,OHCI,130.0,Research Institute/Other Non-Profit,915.0,1248.0,"130OHCI",2.0,3.0,2012,DGData
20.0,OHCW,"150OHCW0212",888.0,60.0,"5-Prob",Business/Industry,Full-time,No,Case Western Reserve University,Department of Mathematics,United States,2.0,Cleveland,OH,"44106",PHD,"20",2.0,2.0,120.0,2.0,1.0,No,,Market Risk Management,Key Bank,Cleveland,OH,"44114",United States,"20OHCW",20120480,2.0,MPr_S,OHCW,150.0,Business/Industry,935.0,1326.0,"150OHCW",2.0,11.0,2012,DGData
20.0,OHKS,"120OHKS0112",888.0,65.0,"8-Num",Government,Full-time,No,"Kent State University, Kent",Department of Mathematical Sciences,United States,3.0,Kent,OH,"44242",PHD,"20",1.0,2.0,110.0,2.0,1.0,No,,,NASA Glenn Research Center,Cleveland,OH,"44135",,"20OHKS",20124014,3.0,MPu_M,OHKS,120.0,Government,925.0,1624.0,"120OHKS",2.0,11.0,2012,DGData
20.0,OKUO,"130OKUO0112",2.0,20.0,"1-Alg",Non-US Academic,Full-time,No,University of Oklahoma,Department of Mathematics,India,8.0,Norman,OK,"73019",PHD,"20",1.0,2.0,150.0,2.0,1.0,Yes,Assistant Professor,Department of Mathematics,IISER Bhopal,,,,INDIA,"20OKUO",20122286,8.0,MPu_S,OKUO,130.0,Non-US Academic,945.0,1983.0,"130OKUO",1.0,12.0,2012,DGData
20.0,ORSU,"130ORSU0112",2.0,60.0,"5-Prob",Group II,Full-time,No,Oregon State University,Department of Mathematics,Sri Lanka,5.0,Corvallis,OR,"97331",PHD,"20",1.0,2.0,20.0,2.0,1.0,No,Instructor,Department of Mathematics,University of Hawaii at Manoa,Honolulu,HI,"96822",United States,"20ORSU",20121686,5.0,MPu_S,ORSU,130.0,Math Public Small,130.0,1993.0,"130ORSU",2.0,2.0,2012,DGData
20.0,PALU,"150PALU0112",888.0,55.0,"3-Geom",Bachelors,Full-time,No,Lehigh University,Department of Mathematics,United States,3.0,Bethlehem,PA,"18015",PHD,"20",1.0,1.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,King’s College,Wilkes-Barre,PA,"18711",Unite States,"20PALU",NaN,3.0,MPr_S,PALU,150.0,Bachelors,510.0,1653.0,"150PALU",2.0,11.0,2012,DGData
20.0,PAPI,"120PAPI0112",888.0,92.0,"7-Appl",Group Va,Full-time,Yes,University of Pittsburgh,Department of Mathematics School of Arts and Sciences,United States,11.0,Pittsburgh,PA,"15260",PHD,"20",1.0,1.0,51.0,1.0,1.0,No,Postdoctoral Fellow,Department of Engineering Sciences and Applied Mathematics,Northwestern University,Evanston,IL,"60208",United States,"20PAPI",20120354,11.0,MPu_M,PAPI,120.0,Applied Mathematics,160.0,2032.0,"120PAPI",2.0,2.0,2012,DGData
20.0,PATU,"120PATU0112",888.0,11.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,Temple University,Department of Mathematics,United States,3.0,Philadelphia,PA,"19122",PHD,"20",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"20PATU",20120057,3.0,MPu_M,PATU,120.0,Still Seeking (US),975.0,2282.0,"120PATU",2.0,11.0,2012,DGData
20.0,SCCU,"120SCCU0112",888.0,11.0,"1-Alg",Bachelors,Full-time,No,Clemson University,Department of Mathematical Sciences,United States,10.0,Clemson,SC,"29634",PHD,"20",1.0,2.0,70.0,2.0,1.0,No,Visiting Assistant Professor,Department of Mathematics,Furman University,Greenville,SC,"29613",,"20SCCU",20121719,10.0,MPu_M,SCCU,120.0,Bachelors,510.0,1258.0,"120SCCU",2.0,11.0,2012,DGData
20.0,SCUS,"130SCUS0112",888.0,5.0,"4-Disc",Group II,Part-time,Yes,University of South Carolina,Department of Mathematics,United States,12.0,Columbia,SC,"29208",PHD,"20",1.0,2.0,20.0,1.0,2.0,No,Postdoc,Department of Mathematics,University of South Carolina,Columbia,SC,"29208",United States,"20SCUS",20121137,12.0,MPu_S,SCUS,130.0,Math Public Small,130.0,2157.0,"130SCUS",2.0,11.0,2012,DGData
20.0,TNUT,"120TNUT0112",2.0,65.0,"8-Num",Research Institute/Other Non-Profit,Full-time,Yes,"University of Tennessee, Knoxville",Department of Mathematics,Greece,11.0,Knoxville,TN,"37996",PHD,"20",1.0,2.0,100.0,1.0,1.0,No,Post-Doc/Visiting Assistant Professor,,Statistics and Applied Mathematical Sciences Institute,Research Triangle Park,NC,"27709-4006",,"20TNUT",20120003,11.0,MPu_M,TNUT,120.0,Research Institute/Other Non-Profit,915.0,2286.0,"120TNUT",2.0,2.0,2012,DGData
20.0,TNVU,"150TNVU0112",2.0,20.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,Vanderbilt University,Department of Mathematics,Russia,3.0,Nashville,TN,"37240",PHD,"20",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"20TNVU",20124119,3.0,MPr_S,TNVU,150.0,Still Seeking (US),975.0,2350.0,"150TNVU",2.0,11.0,2012,DGData
20.0,TXAM,"110TXAM0112",2.0,46.0,"2-Anal",Non-US Nonacademic,Full-time,No,Texas A&M University,Department of Mathematics,Germany,9.0,College Station,TX,"77843",PHD,"20",1.0,2.0,160.0,2.0,1.0,Yes,Research Scientist,,Siemens,Munich,,"81739",,"20TXAM",20122829,9.0,MPu_L,TXAM,110.0,Non-US Nonacademic,955.0,2272.0,"110TXAM",1.0,6.0,2012,DGData
41.0,FLSU,"210FLSU0112",888.0,61.0,"6-Stat",Bachelors,Full-time,No,Florida State University,Department of Statistics,United States,12.0,Tallahassee,FL,"32306",PHD,"40",1.0,1.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics and Statistics,Coastal Carolina University,Conway,SC,"29528",,"41FLSU",20122355,12.0,Stat,FLSU,210.0,Bachelors,510.0,1429.0,"210FLSU",2.0,2.0,2012,DGData
20.0,TXAR,"130TXAR0112",888.0,12.0,"1-Alg",Bachelors,Full-time,No,University of Texas at Arlington,Department of Mathematics,United States,10.0,Arlington,TX,"76019",PHD,"20",1.0,1.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Sul Ross State University,Alpine,TX,"79832",United States,"20TXAR",20120228,10.0,MPu_S,TXAR,130.0,Bachelors,510.0,2298.0,"130TXAR",2.0,11.0,2012,DGData
20.0,TXNT,"130TXNT0112",888.0,28.0,"2-Anal",Group II,Part-time,No,University of North Texas,Mathematics Department,United States,4.0,Denton,TX,"76203",PHD,"20",1.0,2.0,20.0,2.0,2.0,No,Adjunct Professor,Department of Mathematics,University of North Texas,Denton,TX,"76203",United States,"20TXNT",20122154,4.0,MPu_S,TXNT,130.0,Math Public Small,130.0,1960.0,"130TXNT",2.0,2.0,2012,DGData
20.0,TXTT,"120TXTT0112",2.0,60.0,"5-Prob",Other Academic,Full-time,No,Texas Tech University,Department of Mathematics & Statistics,Turkey,8.0,Lubbock,TX,"79409",PHD,"20",1.0,1.0,90.0,2.0,1.0,No,Assistant Professor,Department of Education,North American College,Houston,TX,"77086",,"20TXTT",20121182,8.0,MPu_M,TXTT,120.0,Other Academic,905.0,2294.0,"120TXTT",2.0,2.0,2012,DGData
20.0,TXUH,"120TXUH0112",2.0,92.0,"7-Appl",Group II,Full-time,Yes,University of Houston,Department of Mathematics,Croatia,11.0,Houston,TX,"77204",PHD,"20",1.0,1.0,20.0,1.0,1.0,No,Postdoctoral Associate,Department of Mathematics,University of Oklahoma,Pittsburgh,PA,"15260",,"20TXUH",20122703,11.0,MPu_M,TXUH,120.0,Math Public Medium,120.0,1539.0,"120TXUH",2.0,11.0,2012,DGData
20.0,VAVP,"120VAVP0112",888.0,93.0,"9-Opt",Business/Industry,Full-time,No,Virginia Polytechnic Institute and State University,Department of Mathematics,United States,16.0,Blacksburg,VA,"24061",PHD,"20",1.0,2.0,120.0,2.0,1.0,No,Research Analyst,,Metron Inc,Reston,VA,"20190",United States,"20VAVP",NaN,16.0,MPu_M,VAVP,120.0,Business/Industry,935.0,2361.0,"120VAVP",2.0,11.0,2012,DGData
20.0,WASU,"130WASU0112",2.0,90.0,"7-Appl",Group II,Full-time,Yes,Washington State University,Department of Mathematics,Jordan,6.0,Pullman,WA,"99164",PHD,"20",1.0,2.0,20.0,1.0,1.0,No,Postdoctoral Research Fellow,Department of Mathematics,University of California Davis,Davis,CA,"95616",United States,"20WASU",20120378,6.0,MPu_S,WASU,130.0,Math Public Large,110.0,2382.0,"130WASU",2.0,6.0,2012,DGData
30.0,AKUA,,NaN,NaN,,,,,University of Alaska Fairbanks,Department of Mathematics & Statistics,,0.0,Fairbanks,AK,"99775",PHD,"30",NaN,NaN,NaN,NaN,NaN,,,,,,,,,"30AKUA",NaN,0.0,MPu_S,AKUA,130.0,,NaN,1016.0,"130AKUA",NaN,NaN,2012,DGData
30.0,ALUA,"120ALUA0112",888.0,20.0,"1-Alg",Group III,Part-time,No,University of Alabama,Department of Mathematics,United States,5.0,Tuscaloosa,AL,"35487",PHD,"30",1.0,1.0,30.0,2.0,2.0,No,Part-time Temporary Instructor,Department of Mathematics,University of Alabama,Tuscaloosa,AL,"35087",,"30ALUA",20123291,5.0,MPu_M,ALUA,120.0,Math Public Medium,120.0,1010.0,"120ALUA",2.0,11.0,2012,DGData
30.0,ALUB,,NaN,NaN,,,,,University of Alabama at Birmingham,Department of Mathematics,,0.0,Birmingham,AL,"35294",PHD,"30",NaN,NaN,NaN,NaN,NaN,,,,,,,,,"30ALUB",NaN,0.0,MPu_S,ALUB,130.0,,NaN,1009.0,"130ALUB",NaN,NaN,2012,DGData
30.0,ALUH,"160ALUH0112",888.0,65.0,"8-Num",Business/Industry,Full-time,No,University of Alabama-Huntsville,Department of Mathematical Sciences,United States,3.0,Huntsville,AL,"35899",PHD,"30",1.0,2.0,120.0,2.0,1.0,No,Software Engineer,,SIEMENS,Hunstville,AL,"35806",,"30ALUH",20123978,3.0,Applied,ALUH,160.0,Business/Industry,935.0,1011.0,"160ALUH",2.0,2.0,2012,DGData
30.0,ARUA,"130ARUA0112",888.0,35.0,"10-Equa",Group III,Full-time,Yes,University of Arkansas at Fayetteville,Mathematical Sciences Department,United States,2.0,Fayetteville,AR,"72701",PHD,"30",1.0,1.0,30.0,1.0,1.0,No,Visiting Lecturer,Department of Mathematical Sciences,University of Arkansas at Fayetteville,Fayetteville,AR ,"72701",United States,"30ARUA",20121548,2.0,MPu_S,ARUA,130.0,Math Public Small,130.0,1048.0,"130ARUA",2.0,10.0,2012,DGData
30.0,MICM,"130MICM0112",2.0,62.0,"6-Stat",Unknown (Non-US),Unknown,Unknown,Central Michigan University,Department of Mathematics,Jordan,5.0,Mt Pleasant,MI,"48859",PHD,"30",1.0,1.0,200.0,999.0,999.0,Unknown,,,,,,,,"30MICM",20120162,5.0,MPu_S,MICM,130.0,Unknown (Non-US),995.0,1224.0,"130MICM",999.0,6.0,2012,DGData
30.0,DCGW,"150DCGW0112",888.0,37.0,"10-Equa",Two-year,Full-time,No,George Washington University,Department of Mathematics,United States,1.0,Washington,DC,"20052",PHD,"30",1.0,2.0,80.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Northern Virginia Community College Loudoin,Sterling,VA,"20164",United States,"30DCGW",20124047,1.0,MPr_S,DCGW,150.0,Two-year,900.0,1471.0,"150DCGW",2.0,11.0,2012,DGData
30.0,DCHU,"150DCHU0112",888.0,20.0,"1-Alg",Group I Public,Full-time,Yes,Howard University,Department of Mathematics,United States,4.0,Washington,DC,"20059",PHD,"30",1.0,2.0,11.0,1.0,1.0,No,Assistant Professor,Department of Mathematics,Ohio State University,Columbus,OH,"43210",United States,"30DCHU",20121959,4.0,MPr_S,DCHU,150.0,Math Public Large,110.0,1542.0,"150DCHU",2.0,4.0,2012,DGData
30.0,DEDS,"130DEDS0112",2.0,78.0,"7-Appl",Bachelors,Full-time,No,Delaware State University,Department of Mathematical Sciences,Turkey,2.0,Dover,DE,"19901",PhD,"30",1.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Houston-Tillotson University,Houston,TX,"78702-2795",,"30DEDS",20121272,2.0,MPu_S,DEDS,130.0,Bachelors,510.0,1343.0,"130DEDS",2.0,11.0,2012,DGData
30.0,FLSF,"120FLSF0112",2.0,37.0,"10-Equa",Non-US Academic,Full-time,No,University of South Florida,Department of Mathematics,Egypt,4.0,Tampa,FL,"33620",PHD,"30",1.0,2.0,150.0,2.0,1.0,Yes,Assistant Professor,Department of Mathematics and Statistics,Alexandria University,Moharm Bek Alexandria,,,,"30FLSF",20122721,4.0,MPu_M,FLSF,120.0,Non-US Academic,945.0,2167.0,"120FLSF",1.0,11.0,2012,DGData
30.0,GAEU,"140GAEU0112",2.0,76.0,"7-Appl",Other Academic,Full-time,Yes,Emory University,Mathematics & Computer Science Department,Italy,9.0,Atlanta,GA,"30322",PHD,"30",1.0,1.0,90.0,1.0,1.0,No,Post Doctoral Fellow,Scientific Computing Department,Florida State University,Tallahassee,FL,"32306",,"30GAEU",20122607,9.0,MPr_L,GAEU,140.0,Other Academic,905.0,1399.0,"140GAEU",2.0,11.0,2012,DGData
30.0,GAGS,"130GAGS0112",2.0,92.0,"7-Appl",Still Seeking (US),Still seeking,Not Applicable,Georgia State University,Mathematics & Statistical Department,Bangladesh,4.0,Atlanta,GA,"30303",PhD,"30",1.0,1.0,180.0,888.0,3.0,No,,,,,,,,"30GAGS",20123690,4.0,MPu_S,GAGS,130.0,Still Seeking (US),975.0,1459.0,"130GAGS",2.0,12.0,2012,DGData
30.0,IDSU,"130IDSU0112",888.0,47.0,"2-Anal",Group III,Full-time,No,Idaho State University,Department of Mathematics,United States,1.0,Pocatello,ID,"83209",PHD,"30",1.0,2.0,30.0,2.0,1.0,No,Assistant Professional Lecturer,Department of Mathematics,University of Wyoming,Laramie,WY,"82071",United States,"30IDSU",20120744,1.0,MPu_S,IDSU,130.0,Math Public Small,130.0,1551.0,"130IDSU",2.0,11.0,2012,DGData
30.0,IDUI,"130IDUI0112",2.0,5.0,"4-Disc",Non-US Academic,Full-time,No,University of Idaho,Department of Mathematics,China,1.0,Moscow,ID,"83844",PHD,"30",1.0,1.0,150.0,2.0,1.0,Yes,Associate Professor,Department of Mathematics,Suzhou University of Science and Technology,Suzhou Jiangsu 215009,,,,"30IDUI",20123111,1.0,MPu_S,IDUI,130.0,Non-US Academic,945.0,1553.0,"130IDUI",1.0,11.0,2012,DGData
30.0,ILNI,"130ILNI0112",2.0,62.0,"6-Stat",Other Academic,Full-time,No,Northern Illinois Univeresity,Department of Mathematical Sciences,India,6.0,DeKalb,IL,"60115",PHD,"30",1.0,2.0,90.0,2.0,1.0,No,Tech Analyst,Department of Public Health,University of Massachusetts - Amherst,Amherst,MA,"01003",United States,"30ILNI",20124062,6.0,MPu_S,ILNI,130.0,Other Academic,905.0,1934.0,"130ILNI",2.0,2.0,2012,DGData
30.0,ILSI,"130ILSI0112",888.0,58.0,"3-Geom",Bachelors,Full-time,No,Southern Illinois University Carbondale,Department of Mathematics,United States,5.0,Carbondale,IL,"62901",PHD,"30",1.0,1.0,70.0,2.0,1.0,No,Visiting Assistant Professor,Department of Mathematics and Computer Science,Muhlenberg College,Allentown,PA,"18104",United States,"30ILSI",20121194,5.0,MPu_S,ILSI,130.0,Bachelors,510.0,2169.0,"130ILSI",2.0,11.0,2012,DGData
30.0,ILSU,"120ILSU0112",888.0,97.0,"11-Educ",Other Academic,Full-time,No,Illinois State University,Department of Mathematics,United States,3.0,Normal,IL,"61790",PHD,"30",1.0,1.0,90.0,2.0,1.0,No,Assistant Professor,Department of Curriculum and Instruction,Kansas State University,Manhattan,KS,"66506",,"30ILSU",20120663,3.0,MPu_M,ILSU,120.0,Other Academic,905.0,1556.0,"120ILSU",2.0,11.0,2012,DGData
30.0,INIP,"130INIP0112",888.0,37.0,"10-Equa",Government,Full-time,No,Indiana University-Purdue University Indianapolis,Department of Mathematical Sciences,United States,2.0,Indianapolis,IN,"46202",PHD,"30",1.0,2.0,110.0,2.0,1.0,No,Junior Actuary,Indiana Department of Insurance,State of Indiana,Indianapolis,IN,"46204",,"30INIP",20123780,2.0,MPu_S,INIP,130.0,Government,925.0,1573.0,"130INIP",2.0,11.0,2012,DGData
30.0,KSUK,"130KSUK0112",888.0,35.0,"10-Equa",Bachelors,Full-time,No,University of Kansas,Department of Mathematics,United States,3.0,Lawrence,KS,"66045",PHD,"30",1.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematical & Computer Science,North Georgia College & State University,Dahlonega,GA,"30597",United States,"30KSUK",20121062,3.0,MPu_S,KSUK,130.0,Bachelors,510.0,1613.0,"130KSUK",2.0,11.0,2012,DGData
30.0,MATU,"150MATU0112",888.0,37.0,"10-Equa",Group III,Full-time,No,Tufts University,Department of Mathematics,United States,1.0,Medford,MA,"02155",PHD,"30",1.0,2.0,30.0,2.0,1.0,No,Lecturer,Department of Mathematics,"University of New Hampshire, Manchester",Manchester,NH,"03101",United States,"30MATU",20121056,1.0,MPr_S,MATU,150.0,Math Public Small,130.0,2326.0,"150MATU",2.0,11.0,2012,DGData
30.0,MAWP,"150MAWP0112",2.0,35.0,"10-Equa",Still Seeking (Non-US),Still seeking,Unknown,Worcester Polytechnic Institute,Mathematical Sciences Department,Romania,1.0,Worcester,MA,"01609",PHD,"30",1.0,2.0,200.0,999.0,3.0,No,,,,,,,,"30MAWP",20121323,1.0,MPr_S,MAWP,150.0,Still Seeking (Non-US),995.0,2473.0,"150MAWP",2.0,11.0,2012,DGData
30.0,MDUB,"120MDUB0112",2.0,62.0,"6-Stat",Government,Full-time,No,"University of Maryland,  Baltimore County",Department of Mathematics & Statistics,China,2.0,Baltimore,MD,"21250",PHD,"30",1.0,1.0,110.0,2.0,1.0,No,Visiting Associate,Department of Health and Human Services,Food and Drug Administration,Silver Spring,MD,"20993",,"30MDUB",20124296,2.0,MPu_M,MDUB,120.0,Government,925.0,1733.0,"120MDUB",2.0,6.0,2012,DGData
30.0,MIMT,"130MIMT0112",888.0,3.0,"4-Disc",Other Academic,Full-time,Yes,Michigan Technical University,Department of Mathematics & Science,United States,4.0,Houghton,MI,"49931",PHD,"30",1.0,2.0,90.0,1.0,1.0,No,Teaching Post-doc,Mathematics Center for Educational Programs,University of Minnesota,Minneapolis,MN,"55455",United States,"30MIMT",20120927,4.0,MPu_S,MIMT,130.0,Other Academic,905.0,1811.0,"130MIMT",2.0,6.0,2012,DGData
30.0,MIOK,"130MIOK0112",888.0,92.0,"7-Appl",Two-year,Full-time,No,Oakland University,Department of Mathematics & Statistics,United States,2.0,Rochester,MI,"48309",PHD,"30",1.0,1.0,80.0,2.0,1.0,No,Assistant Professor,Mathematics Division,Henry Ford Community College,Dearborn,MI,"48128",United States,"30MIOK",20122136,2.0,MPu_S,MIOK,130.0,Two-year,900.0,1967.0,"130MIOK",2.0,10.0,2012,DGData
30.0,MIWM,"130MIWM0112",888.0,97.0,"11-Educ",Bachelors,Full-time,No,Western Michigan University,Department of Mathematics,United States,2.0,Kalamazoo,MI,"49008",PHD,"30",1.0,1.0,70.0,2.0,1.0,No,Instructor of Mathematics Education,Department of Mathematics,Charleston Southern University,Charleston,SC,"29406",,"30MIWM",20122199,2.0,MPu_S,MIWM,130.0,Bachelors,510.0,2407.0,"130MIWM",2.0,10.0,2012,DGData
30.0,MOSL,"150MOSL0112",888.0,31.0,"2-Anal",Government,Full-time,No,St Louis University,Department of Mathematics & Computer Science,United States,2.0,St Louis,MO,"63103",PHD,"30",1.0,2.0,110.0,2.0,1.0,No,Contracting Officer’s Representative,Basic and Applied Research Office,National Geospatial Intelligence Agency,St Louis,MO,"63118",United States,"30MOSL",20124690,2.0,MPr_S,MOSL,150.0,Government,925.0,2239.0,"150MOSL",2.0,3.0,2012,DGData
30.0,MOUK,,NaN,NaN,,,,,University of Missouri-Kansas City,Department of Mathematics & Statistics,,0.0,Kansas City,MO,"64110",PHD,"30",NaN,NaN,NaN,NaN,NaN,,,,,,,,,"30MOUK",NaN,0.0,MPu_S,MOUK,130.0,,NaN,1805.0,"130MOUK",NaN,NaN,2012,DGData
51.0,NYCL,"160NYCL0112",888.0,99.0,"12-Oth",Unknown (US),Unknown,Unknown,Columbia University,Department of Applied Physics & Applied Mathematics,United States,17.0,New York,NY,"10027",PHD,"51",1.0,2.0,190.0,999.0,999.0,No,,,,,,,,"51NYCL",NaN,17.0,Applied,NYCL,160.0,Unknown (US),985.0,1286.0,"160NYCL",2.0,8.0,2012,DGData
30.0,MOUL,"130MOUL0112",888.0,94.0,"7-Appl",Business/Industry,Full-time,No,University of Missouri-St Louis,Department of Mathematics & Computer Science,United States,3.0,St Louis,MO,"63121",PHD,"30",1.0,2.0,120.0,2.0,1.0,No,Engineer,Multi-Activity Team,"eQ Technologic, Inc.",Fort Washington,PA,"19034",,"30MOUL",20123255,3.0,MPu_S,MOUL,130.0,Business/Industry,935.0,1804.0,"130MOUL",2.0,6.0,2012,DGData
